Unnamed: 0,created_at,user_id,username,tweet,place,near,clean_tweet,tokens,lemma,lemma_sentence,pos_tag,lemma_sentence(with POS),sentiword_analysis,vader_score,textblob_polarity,senti_textblob,senti_wordnet,senti_vader
3075,2021-01-16,65481914,redstarneil,See this informative #COVID19  thread from @chrischirp,,London,see informative thread,"['see', 'informative', 'thread']","['see', 'informative', 'thread']",see informative thread,"[('see', 'v'), ('informative', 'a'), ('thread', 'n')]",  see informative thread,0.125,0.0,0.0,0,1,0
3085,2021-01-16,230710101,blitzwalker,Settled down for a usual Covid Saturday football routine.  https://t.co/M5IxtlfTpo,,London,settled usual saturday football routine,"['settled', 'usual', 'saturday', 'football', 'routine']","['settled', 'usual', 'saturday', 'football', 'routine']",settled usual saturday football routine,"[('settled', 'v'), ('usual', 'a'), ('saturday', 'n'), ('football', 'n'), ('routine', 'n')]",  settle usual saturday football routine,0.375,0.0,-0.25,-1,1,0
3088,2021-01-16,580683982,maiden_news,Westbury father Lee Tilley is in induced coma with Covid-19 virus - Wiltshire Times  https://t.co/v4SRbOdTIH  https://t.co/n8hSCRT6nA,"{'type': 'Point', 'coordinates': [51.5447969, 0.04968474]}",London,westbury father lee tiley induced coma virus wiltshire times,"['westbury', 'father', 'lee', 'tiley', 'induced', 'coma', 'virus', 'wiltshire', 'times']","['westbury', 'father', 'lee', 'tiley', 'induced', 'coma', 'virus', 'wiltshire', 'time']",westbury father lee tiley induced coma virus wiltshire time,"[('westbury', 'n'), ('father', 'n'), ('lee', 'n'), ('tiley', 'n'), ('induced', 'v'), ('coma', 'a'), ('virus', 'n'), ('wiltshire', 'n'), ('times', 'n')]",  westbury father lee tiley induce coma virus wiltshire time,0.0,0.0,-0.1,-1,0,0
3099,2021-01-16,636958998,shelleywilson30,@Reaver_Lion @Katieraydee The government reckon we shouldn’t throw snowballs this years as snow is proven to contain Covid. Oh come on ...,,London,government reckon not throw snowballs years snow proven contain come,"['government', 'reckon', 'not', 'throw', 'snowballs', 'years', 'snow', 'proven', 'contain', 'come']","['government', 'reckon', 'not', 'throw', 'snowball', 'year', 'snow', 'proven', 'contain', 'come']",government reckon not throw snowball year snow proven contain come,"[('government', 'n'), ('reckon', 'v'), ('not', 'r'), ('throw', 'a'), ('snowballs', 'n'), ('years', 'n'), ('snow', 'v'), ('proven', 'r'), ('contain', 'v'), ('come', 'v')]",  government reckon not throw snowball year snow proven contain come,-0.5,0.0,0.0,0,-1,0
3103,2021-01-16,2649257637,bel4temple,@sjdyble reasons not to go to Covid infected courts !,,London,reasons not infected courts,"['reasons', 'not', 'infected', 'courts']","['reason', 'not', 'infected', 'court']",reason not infected court,"[('reasons', 'n'), ('not', 'r'), ('infected', 'v'), ('courts', 'n')]",  reason not infect court,-0.5,0.0,0.0,0,-1,0
3108,2021-01-16,1181532803189616645,sja_lasr_east,Covid 19 training  https://t.co/dPOUxQpB20,,London,training,['training'],['training'],training,"[('training', 'n')]",  training,0.125,0.0,0.0,0,1,0
3125,2021-01-16,805524944,rad_shannon,"Just watched @Songbird on @PrimeVideo, favourite movie of the year! #filmnerd #covid #newstrain  https://t.co/mZmbvzR0Ra",,London,watched favourite movie year filmnerd newstrain,"['watched', 'favourite', 'movie', 'year', 'filmnerd', 'newstrain']","['watched', 'favourite', 'movie', 'year', 'filmnerd', 'newstrain']",watched favourite movie year filmnerd newstrain,"[('watched', 'v'), ('favourite', 'a'), ('movie', 'n'), ('year', 'n'), ('filmnerd', 'n'), ('newstrain', 'n')]",  watch favourite movie year filmnerd newstrain,0.25,0.0,0.0,0,1,0
3137,2021-01-16,115123902,britishheralduk,Forty seven players are in quarantine after #COVID19 cases on Australian Open flights  https://t.co/hCyLvpS87j,"{'type': 'Point', 'coordinates': [51.50538967, -0.12485951]}",London,forty seven players quarantine cases australian open flights,"['forty', 'seven', 'players', 'quarantine', 'cases', 'australian', 'open', 'flights']","['forty', 'seven', 'player', 'quarantine', 'case', 'australian', 'open', 'flight']",forty seven player quarantine case australian open flight,"[('forty', 'a'), ('seven', None), ('players', 'n'), ('quarantine', 'v'), ('cases', 'n'), ('australian', 'a'), ('open', 'a'), ('flights', 'n')]",  forty seven player quarantine case australian open flight,-0.375,0.0,0.0,0,-1,0
3138,2021-01-16,144105198,mew_sue,Covid 19 Vaccine - A news story the Gov. objected to being published.  https://t.co/2PWUTraNEt,,London,news story gov objected published,"['news', 'story', 'gov', 'objected', 'published']","['news', 'story', 'gov', 'objected', 'published']",news story gov objected published,"[('news', 'n'), ('story', 'n'), ('gov', 'n'), ('objected', 'v'), ('published', 'v')]",  news story gov object publish,0.0,0.0,0.0,0,0,0
3140,2021-01-16,465347207,freddiescovell,"@Telegraph I agree. Fancy being a man and being three time as likely of dying from Covid, than if you are a woman. Privileged sods.",,London,agree fancy man three time likely dying woman privileged sods,"['agree', 'fancy', 'man', 'three', 'time', 'likely', 'dying', 'woman', 'privileged', 'sods']","['agree', 'fancy', 'man', 'three', 'time', 'likely', 'dying', 'woman', 'privileged', 'sod']",agree fancy man three time likely dying woman privileged sod,"[('agree', 'a'), ('fancy', 'n'), ('man', 'n'), ('three', None), ('time', 'n'), ('likely', 'a'), ('dying', 'v'), ('woman', 'n'), ('privileged', 'v'), ('sods', 'n')]",  agree fancy man three time likely die woman privilege sod,0.625,0.0258,0.0,0,1,0
3149,2021-01-16,151149959,bightaylor,Nothing says your British more than queuing in the rain.......... For an non symptomatic #COVID19 test.  https://t.co/Mjfj88xs69,,London,nothing says british queuing rain non symptomatic test,"['nothing', 'says', 'british', 'queuing', 'rain', 'non', 'symptomatic', 'test']","['nothing', 'say', 'british', 'queuing', 'rain', 'non', 'symptomatic', 'test']",nothing say british queuing rain non symptomatic test,"[('nothing', 'n'), ('says', 'v'), ('british', 'a'), ('queuing', 'v'), ('rain', 'n'), ('non', 'a'), ('symptomatic', 'a'), ('test', 'n')]",  nothing say british queue rain non symptomatic test,0.25,0.0,0.0,0,1,0
3150,2021-01-16,115123902,britishheralduk,"Two #COVID19 cases found on #AustralianOpen flight, 24 players quarantined  https://t.co/P4qQ0W6pt7","{'type': 'Point', 'coordinates': [51.50538967, -0.12485951]}",London,two cases found australianopen flight players quarantined,"['two', 'cases', 'found', 'australianopen', 'flight', 'players', 'quarantined']","['two', 'case', 'found', 'australianopen', 'flight', 'player', 'quarantined']",two case found australianopen flight player quarantined,"[('two', None), ('cases', 'n'), ('found', 'v'), ('australianopen', 'a'), ('flight', 'n'), ('players', 'n'), ('quarantined', 'v')]",  two case find australianopen flight player quarantine,0.0,0.0,0.0,0,0,0
3154,2021-01-16,2190523150,vinke_rob,To those of you still wearing a face covering under your nose: it’s been nearly a year now. It takes less time to house-train a dog. #JustSaying ##COVID19 #COVIDIOTS,,London,still wearing face covering nose nearly year takes less time house train dog justsaying covidiots,"['still', 'wearing', 'face', 'covering', 'nose', 'nearly', 'year', 'takes', 'less', 'time', 'house', 'train', 'dog', 'justsaying', 'covidiots']","['still', 'wearing', 'face', 'covering', 'nose', 'nearly', 'year', 'take', 'less', 'time', 'house', 'train', 'dog', 'justsaying', 'covidiots']",still wearing face covering nose nearly year take less time house train dog justsaying covidiots,"[('still', 'r'), ('wearing', 'v'), ('face', 'n'), ('covering', 'v'), ('nose', 'r'), ('nearly', 'r'), ('year', 'n'), ('takes', 'v'), ('less', 'a'), ('time', 'n'), ('house', 'n'), ('train', 'n'), ('dog', 'n'), ('justsaying', 'v'), ('covidiots', 'n')]",  still wear face cover nose nearly year take less time house train dog justsaying covidiots,-0.875,0.0,-0.0333333333333333,-1,-1,0
3155,2021-01-16,115123902,britishheralduk,Sanitation worker gets first shot as India sets out on its COVID-19 #vaccinationcampaign  https://t.co/2wr2cd2lyX,"{'type': 'Point', 'coordinates': [51.50538967, -0.12485951]}",London,sanitation worker gets first shot india sets vacinationcampaign,"['sanitation', 'worker', 'gets', 'first', 'shot', 'india', 'sets', 'vacinationcampaign']","['sanitation', 'worker', 'get', 'first', 'shot', 'india', 'set', 'vacinationcampaign']",sanitation worker get first shot india set vacinationcampaign,"[('sanitation', 'n'), ('worker', 'n'), ('gets', 'v'), ('first', 'a'), ('shot', 'n'), ('india', 'n'), ('sets', 'n'), ('vacinationcampaign', 'v')]",  sanitation worker get first shot india set vacinationcampaign,0.875,0.0,0.25,1,1,0
3158,2021-01-16,230710101,blitzwalker,"@davidjmcarson1 @stockotrader I’ve got a warden’s helmet, couple of gas masks, warden’s whistle, various badges. I use all of them on my walks and talks in normal times. I’ve been promised an AFS tin hat but that’s delayed due to Covid!",,London,got warden helmet couple gas masks warden whistle various badges use walks talks normal times promised afs tin hat delayed due,"['got', 'warden', 'helmet', 'couple', 'gas', 'masks', 'warden', 'whistle', 'various', 'badges', 'use', 'walks', 'talks', 'normal', 'times', 'promised', 'afs', 'tin', 'hat', 'delayed', 'due']","['got', 'warden', 'helmet', 'couple', 'gas', 'mask', 'warden', 'whistle', 'various', 'badge', 'use', 'walk', 'talk', 'normal', 'time', 'promised', 'afs', 'tin', 'hat', 'delayed', 'due']",got warden helmet couple gas mask warden whistle various badge use walk talk normal time promised afs tin hat delayed due,"[('got', 'v'), ('warden', 'a'), ('helmet', 'n'), ('couple', 'n'), ('gas', 'n'), ('masks', 'n'), ('warden', 'a'), ('whistle', 'r'), ('various', 'a'), ('badges', 'n'), ('use', 'v'), ('walks', 'a'), ('talks', 'n'), ('normal', 'a'), ('times', 'n'), ('promised', 'v'), ('afs', 'a'), ('tin', 'n'), ('hat', None), ('delayed', 'v'), ('due', 'a')]",  get warden helmet couple gas mask warden whistle various badge use walks talk normal time promise afs tin hat delay due,-0.875,0.0,0.0083333333333333,1,-1,0
3169,2021-01-16,37681267,pabel_martin,COVID lockdown is owning 39 pairs of Nikes  ...while also not wearing shoes for a week.,,London,owning pairs nikes also not wearing shoes week,"['owning', 'pairs', 'nikes', 'also', 'not', 'wearing', 'shoes', 'week']","['owning', 'pair', 'nike', 'also', 'not', 'wearing', 'shoe', 'week']",owning pair nike also not wearing shoe week,"[('owning', 'v'), ('pairs', 'n'), ('nikes', 'n'), ('also', 'r'), ('not', 'r'), ('wearing', 'v'), ('shoes', 'n'), ('week', 'n')]",  own pair nike also not wear shoe week,-0.75,0.0,0.6,1,-1,0
3171,2021-01-16,227309861,phiebramley,@_PolitiCat My step cousin is a nurse working in a covid ward she had her first dose yesterday.,,London,step cousin nurse working ward first dose yesterday,"['step', 'cousin', 'nurse', 'working', 'ward', 'first', 'dose', 'yesterday']","['step', 'cousin', 'nurse', 'working', 'ward', 'first', 'dose', 'yesterday']",step cousin nurse working ward first dose yesterday,"[('step', 'n'), ('cousin', 'n'), ('nurse', 'n'), ('working', 'v'), ('ward', 'n'), ('first', 'r'), ('dose', 'v'), ('yesterday', 'n')]",  step cousin nurse work ward first dose yesterday,0.0,0.0,0.25,1,0,0
3176,2021-01-16,1027088911,rc_southwark,Pope Francis and Pope Emeritus Benedict receive a COVID vaccine. https://t.co/jqZDeid76H,,London,pope francis pope emeritus benedict receive,"['pope', 'francis', 'pope', 'emeritus', 'benedict', 'receive']","['pope', 'francis', 'pope', 'emeritus', 'benedict', 'receive']",pope francis pope emeritus benedict receive,"[('pope', 'n'), ('francis', 'v'), ('pope', 'n'), ('emeritus', 'n'), ('benedict', 'n'), ('receive', 'n')]",  pope francis pope emeritus benedict receive,0.0,0.0,0.0,0,0,0
3177,2021-01-16,1417960820,altafcaz,@MarinaHyde Britannia rules the (covid) waves...,,London,britania rules waves,"['britania', 'rules', 'waves']","['britania', 'rule', 'wave']",britania rule wave,"[('britania', 'n'), ('rules', 'n'), ('waves', 'n')]",  britania rule wave,0.25,0.0,0.0,0,1,0
3185,2021-01-16,115123902,britishheralduk,Britain toughens borders to evade new COVID-19 variants  https://t.co/Id5BiTNaf5,"{'type': 'Point', 'coordinates': [51.50538967, -0.12485951]}",London,britain toughens borders evade new variants,"['britain', 'toughens', 'borders', 'evade', 'new', 'variants']","['britain', 'toughens', 'border', 'evade', 'new', 'variant']",britain toughens border evade new variant,"[('britain', 'n'), ('toughens', 'v'), ('borders', 'n'), ('evade', 'v'), ('new', 'a'), ('variants', 'n')]",  britain toughen border evade new variant,0.25,0.0258,0.1363636363636363,1,1,0
3188,2021-01-16,115123902,britishheralduk,"#UK says #COVID19 cases become steady, but hospital admissions continue to rise  https://t.co/3YNlECrrhh","{'type': 'Point', 'coordinates': [51.50538967, -0.12485951]}",London,says cases become steady hospital admissions continue rise,"['says', 'cases', 'become', 'steady', 'hospital', 'admissions', 'continue', 'rise']","['say', 'case', 'become', 'steady', 'hospital', 'admission', 'continue', 'rise']",say case become steady hospital admission continue rise,"[('says', 'v'), ('cases', 'n'), ('become', 'v'), ('steady', 'a'), ('hospital', 'a'), ('admissions', 'n'), ('continue', 'v'), ('rise', 'n')]",  say case become steady hospital admission continue rise,-0.25,0.0,0.1666666666666666,1,-1,0
3206,2021-01-17,298704732,j_boogie101,Just baffles me how the government is making an absolute dog’s dinner of the covid19 pandemic. #COVID #BorisFailedBritain #skynews #COVID19 #SocialDistancing,,London,baffles government making absolute dog dinner borisfailedbritain skynews socialdistancing,"['baffles', 'government', 'making', 'absolute', 'dog', 'dinner', 'borisfailedbritain', 'skynews', 'socialdistancing']","['baffle', 'government', 'making', 'absolute', 'dog', 'dinner', 'borisfailedbritain', 'skynews', 'socialdistancing']",baffle government making absolute dog dinner borisfailedbritain skynews socialdistancing,"[('baffles', 'a'), ('government', 'n'), ('making', 'v'), ('absolute', 'a'), ('dog', 'n'), ('dinner', 'n'), ('borisfailedbritain', 'v'), ('skynews', 'n'), ('socialdistancing', 'v')]",  baffles government make absolute dog dinner borisfailedbritain skynews socialdistancing,0.5,0.0,0.2,1,1,0
3220,2021-01-17,229597959,ian_banham,@doctor_oxford What would you say is covid disinformation Rachel ?,,London,would say disinformation rachel,"['would', 'say', 'disinformation', 'rachel']","['would', 'say', 'disinformation', 'rachel']",would say disinformation rachel,"[('would', None), ('say', 'v'), ('disinformation', 'n'), ('rachel', 'n')]",  would say disinformation rachel,0.0,0.0,0.0,0,0,0
3227,2021-01-17,978697204268445697,lifeinkilburn,@ZenaMarks Download and reformatting of government's Covid site.,,London,download reformating government site,"['download', 'reformating', 'government', 'site']","['download', 'reformating', 'government', 'site']",download reformating government site,"[('download', 'n'), ('reformating', 'v'), ('government', 'n'), ('site', 'n')]",  download reformating government site,0.0,0.0,0.0,0,0,0
3238,2021-01-17,993848220,mrboltonptpage,Covid Test tomorrow  https://t.co/u8HwxYuWMu,,London,test tomorrow,"['test', 'tomorrow']","['test', 'tomorrow']",test tomorrow,"[('test', 'n'), ('tomorrow', 'n')]",  test tomorrow,0.125,0.0,0.0,0,1,0
3242,2021-01-17,219984870,bexbeach,@Dante_Banks @WonderKatu If I hadn’t had a Covid test I would deffo pinned it down it being winter. Now there are SO many checks &amp; balances to go through before you can say that 🙄,,London,not test would defo pinned winter many checks balances say face roling eyes,"['not', 'test', 'would', 'defo', 'pinned', 'winter', 'many', 'checks', 'balances', 'say', 'face', 'roling', 'eyes']","['not', 'test', 'would', 'defo', 'pinned', 'winter', 'many', 'check', 'balance', 'say', 'face', 'roling', 'eye']",not test would defo pinned winter many check balance say face roling eye,"[('not', 'r'), ('test', 'n'), ('would', None), ('defo', 'v'), ('pinned', 'a'), ('winter', 'n'), ('many', 'a'), ('checks', 'n'), ('balances', 'n'), ('say', 'v'), ('face', 'n'), ('roling', 'v'), ('eyes', 'n')]",  not test would defo pinned winter many check balance say face roling eye,-0.5,0.0,0.5,1,-1,0
3250,2021-01-17,1146557665662910466,bigmanpezza,@whatdoyacolm @bloodbelt @EllieBarron11 Just with all this covid ya never know,,London,never know,"['never', 'know']","['never', 'know']",never know,"[('never', 'r'), ('know', 'v')]",  never know,-0.625,0.0,0.0,0,-1,0
3252,2021-01-17,166154591,mgfitosteo,There is always a unique one ☝️:))  #covid_19 #facemask @ Mgfitosteo  https://t.co/SW2V9Rkrdp,"{'type': 'Point', 'coordinates': [51.53827448, -0.08542299]}",London,always unique one index pointing facemask mgfitosteo,"['always', 'unique', 'one', 'index', 'pointing', 'facemask', 'mgfitosteo']","['always', 'unique', 'one', 'index', 'pointing', 'facemask', 'mgfitosteo']",always unique one index pointing facemask mgfitosteo,"[('always', 'r'), ('unique', 'a'), ('one', None), ('index', 'n'), ('pointing', 'v'), ('facemask', 'n'), ('mgfitosteo', 'n')]",  always unique one index point facemask mgfitosteo,0.375,0.0,0.375,1,1,0
3253,2021-01-17,135851909,mikesaraswat,Conrad Jon Godly brings me closer to the mountains in lockdown.   #conradjongodly #covid #lockdown #mountains #virtual #Travel #nevertheless  https://t.co/oauDoGQq1v,,London,conrad jon godly brings closer mountains conradjongodly mountains virtual travel nevertheless,"['conrad', 'jon', 'godly', 'brings', 'closer', 'mountains', 'conradjongodly', 'mountains', 'virtual', 'travel', 'nevertheless']","['conrad', 'jon', 'godly', 'brings', 'closer', 'mountain', 'conradjongodly', 'mountain', 'virtual', 'travel', 'nevertheless']",conrad jon godly brings closer mountain conradjongodly mountain virtual travel nevertheless,"[('conrad', 'n'), ('jon', 'n'), ('godly', 'r'), ('brings', 'v'), ('closer', 'n'), ('mountains', 'n'), ('conradjongodly', 'r'), ('mountains', 'v'), ('virtual', 'a'), ('travel', 'n'), ('nevertheless', 'r')]",  conrad jon godly bring closer mountain conradjongodly mountains virtual travel nevertheless,0.125,0.0,0.0,0,1,0
3259,2021-01-17,1007348180042899457,bazouteast1,@csteckhan @fendieveri She must have got The Chip through her Covid vaccine.  https://t.co/Xc1i5lMvBW,,London,must got chip,"['must', 'got', 'chip']","['must', 'got', 'chip']",must got chip,"[('must', None), ('got', 'v'), ('chip', 'n')]",  must get chip,0.125,0.0,0.0,0,1,0
3260,2021-01-17,1233320195571228677,gillianlouises1,@johncardillo @FatEmperor Wet season - Covid resurgence. May - November.,,London,wet season resurgence may november,"['wet', 'season', 'resurgence', 'may', 'november']","['wet', 'season', 'resurgence', 'may', 'november']",wet season resurgence may november,"[('wet', 'n'), ('season', 'n'), ('resurgence', 'n'), ('may', None), ('november', 'v')]",  wet season resurgence may november,0.0,0.0,-0.1,-1,0,0
3265,2021-01-17,19206262,jooly19,@bexmoss_1 I do question why WE need to mark the official exams! Isn’t that what exam boards are for? Hasn’t our workload already quadrupled as a result of Covid?,,London,question need mark official exams not exam boards not workload already quadrupled result,"['question', 'need', 'mark', 'official', 'exams', 'not', 'exam', 'boards', 'not', 'workload', 'already', 'quadrupled', 'result']","['question', 'need', 'mark', 'official', 'exam', 'not', 'exam', 'board', 'not', 'workload', 'already', 'quadrupled', 'result']",question need mark official exam not exam board not workload already quadrupled result,"[('question', 'n'), ('need', None), ('mark', 'v'), ('official', 'a'), ('exams', 'n'), ('not', 'r'), ('exam', 'v'), ('boards', 'n'), ('not', 'r'), ('workload', 'v'), ('already', 'r'), ('quadrupled', 'v'), ('result', 'n')]",  question need mark official exam not exam board not workload already quadruple result,-1.25,0.0,0.0,0,-1,0
3270,2021-01-17,855795587828125696,elliotjack8,"When Covid has claimed the lives of more than 5000 people, “out of touch” doesn’t even scratch the surface.",,London,claimed lives people touch not even scratch surface,"['claimed', 'lives', 'people', 'touch', 'not', 'even', 'scratch', 'surface']","['claimed', 'life', 'people', 'touch', 'not', 'even', 'scratch', 'surface']",claimed life people touch not even scratch surface,"[('claimed', 'v'), ('lives', 'v'), ('people', 'n'), ('touch', None), ('not', 'r'), ('even', 'r'), ('scratch', 'v'), ('surface', 'n')]",  claim live people touch not even scratch surface,-0.75,0.0,0.1363636363636363,1,-1,0
3273,2021-01-17,599336021,jonny_singer,"@JacquiOatley @ChelseaFCW You even got a desk, too! Need a bigger press box for COVID times!",,London,even got desk need bigger press box times,"['even', 'got', 'desk', 'need', 'bigger', 'press', 'box', 'times']","['even', 'got', 'desk', 'need', 'bigger', 'press', 'box', 'time']",even got desk need bigger press box time,"[('even', 'r'), ('got', 'v'), ('desk', 'n'), ('need', 'v'), ('bigger', 'a'), ('press', 'n'), ('box', 'n'), ('times', 'n')]",  even get desk need big press box time,0.375,0.0,0.0,0,1,0
3286,2021-01-17,1212755181718228994,hfi1995,"The @HumanityFirstIN team has been reaching remote communities across #India with food, water and PPE through the #COVID19 pandemic  https://t.co/hBRngxn1gb",,London,team reaching remote communities across india food water,"['team', 'reaching', 'remote', 'communities', 'across', 'india', 'food', 'water']","['team', 'reaching', 'remote', 'community', 'across', 'india', 'food', 'water']",team reaching remote community across india food water,"[('team', 'n'), ('reaching', 'v'), ('remote', 'a'), ('communities', 'n'), ('across', None), ('india', 'a'), ('food', 'n'), ('water', 'n')]",  team reach remote community across india food water,0.0,0.0258,-0.1,-1,0,0
3290,2021-01-17,14508711,beecee,I RAN! My couch to 5k continues...   #morningcommute #weekendwanderings #running #couchto5k #longerdays #covid19 #coronavirus #lockdown3 #lockdown #London @ Westminster  https://t.co/uv2vx6Inpm,"{'type': 'Point', 'coordinates': [51.49594393, -0.13355317]}",London,ran couch continues morningcomute wekendwanderings running couchto longerdays westminster,"['ran', 'couch', 'continues', 'morningcomute', 'wekendwanderings', 'running', 'couchto', 'longerdays', 'westminster']","['ran', 'couch', 'continues', 'morningcomute', 'wekendwanderings', 'running', 'couchto', 'longerdays', 'westminster']",ran couch continues morningcomute wekendwanderings running couchto longerdays westminster,"[('ran', 'n'), ('couch', 'n'), ('continues', 'v'), ('morningcomute', 'a'), ('wekendwanderings', 'n'), ('running', 'v'), ('couchto', 'n'), ('longerdays', 'n'), ('westminster', 'n')]",  ran couch continue morningcomute wekendwanderings run couchto longerdays westminster,0.5,0.0,0.0,0,1,0
3291,2021-01-17,102637436,samshemtob,What is it with some people calling it ‘the’ Covid?,,London,people calling,"['people', 'calling']","['people', 'calling']",people calling,"[('people', 'n'), ('calling', 'v')]",  people call,0.25,0.0,0.0,0,1,0
3301,2021-01-17,347775580,morelandjo,@DominicRaab In Europe they're calling Covid the British disease and the UK is referred to as plague island.,,London,europe calling british disease referred plague island,"['europe', 'calling', 'british', 'disease', 'referred', 'plague', 'island']","['europe', 'calling', 'british', 'disease', 'referred', 'plague', 'island']",europe calling british disease referred plague island,"[('europe', 'n'), ('calling', 'v'), ('british', 'a'), ('disease', 'n'), ('referred', 'v'), ('plague', 'n'), ('island', 'n')]",  europe call british disease refer plague island,-0.125,0.0,0.0,0,-1,0
3303,2021-01-17,16868870,mikethacker,@timspector Why doesn’t the @Join_ZOE app ask _which_ vaccine people had? And do you expect reactions other than in the region of the jab (eg mild headache) to be logged in the same way as possible #COVID19 symptoms?,,London,not ask people expect reactions region jab mild headache logged way possible symptoms,"['not', 'ask', 'people', 'expect', 'reactions', 'region', 'jab', 'mild', 'headache', 'logged', 'way', 'possible', 'symptoms']","['not', 'ask', 'people', 'expect', 'reaction', 'region', 'jab', 'mild', 'headache', 'logged', 'way', 'possible', 'symptom']",not ask people expect reaction region jab mild headache logged way possible symptom,"[('not', 'r'), ('ask', 'a'), ('people', 'n'), ('expect', 'v'), ('reactions', 'n'), ('region', 'n'), ('jab', 'n'), ('mild', 'n'), ('headache', 'n'), ('logged', 'v'), ('way', 'n'), ('possible', 'a'), ('symptoms', 'n')]",  not ask people expect reaction region jab mild headache log way possible symptom,0.375,0.0,0.1666666666666666,1,1,0
3309,2021-01-17,1253833513,richardturner,@EssexPR @peck_neil @MattyJackGannon In Redbridge they have to vaccinate everyone in care homes. I have worked at this home just round the corner from BH. it’s was a really posh expensive one. It is just so sad whats has happened there with Covid.  https://t.co/qAMvsUSnLE,,London,redbridge vaccinate everyone care homes worked home round corner really posh expensive one sad whats happened,"['redbridge', 'vaccinate', 'everyone', 'care', 'homes', 'worked', 'home', 'round', 'corner', 'really', 'posh', 'expensive', 'one', 'sad', 'whats', 'happened']","['redbridge', 'vaccinate', 'everyone', 'care', 'home', 'worked', 'home', 'round', 'corner', 'really', 'posh', 'expensive', 'one', 'sad', 'whats', 'happened']",redbridge vaccinate everyone care home worked home round corner really posh expensive one sad whats happened,"[('redbridge', 'n'), ('vaccinate', 'n'), ('everyone', 'n'), ('care', 'n'), ('homes', 'n'), ('worked', 'v'), ('home', 'n'), ('round', 'n'), ('corner', 'n'), ('really', 'r'), ('posh', 'a'), ('expensive', 'a'), ('one', None), ('sad', 'n'), ('whats', 'n'), ('happened', 'v')]",  redbridge vaccinate everyone care home work home round corner really posh expensive one sad whats happen,1.5,0.0258,-0.25,-1,1,0
3316,2021-01-17,146193193,asifpatel007,Mitigating ethnic disparities in covid-19 and beyond  https://t.co/6QPsnJ0NOz,,London,mitigating ethnic disparities beyond,"['mitigating', 'ethnic', 'disparities', 'beyond']","['mitigating', 'ethnic', 'disparity', 'beyond']",mitigating ethnic disparity beyond,"[('mitigating', 'v'), ('ethnic', 'a'), ('disparities', 'n'), ('beyond', None)]",  mitigate ethnic disparity beyond,0.25,0.0,0.0,0,1,0
3320,2021-01-17,1138088149480017923,stmellitusorgan,Covid vaccine jabs accompanied by organ music at Salisbury Cathedral  https://t.co/uknM3biR4p,,London,jabs accompanied organ music salisbury cathedral,"['jabs', 'accompanied', 'organ', 'music', 'salisbury', 'cathedral']","['jab', 'accompanied', 'organ', 'music', 'salisbury', 'cathedral']",jab accompanied organ music salisbury cathedral,"[('jabs', 'n'), ('accompanied', 'v'), ('organ', 'a'), ('music', 'n'), ('salisbury', 'n'), ('cathedral', 'n')]",  jab accompany organ music salisbury cathedral,0.5,0.0,0.0,0,1,0
3322,2021-01-17,1025722428490702849,stephen_j_moran,"CuraPharm chemist shop, 154 Greenford Road. Scrolling sign says ""Covid tests available"" 16 January 2021 (video) #CovidUK #SudburyHill  https://t.co/RuJHcECXp2",,London,curapharm chemist shop grenford road scrolling sign says tests available january video coviduk sudburyhil,"['curapharm', 'chemist', 'shop', 'grenford', 'road', 'scrolling', 'sign', 'says', 'tests', 'available', 'january', 'video', 'coviduk', 'sudburyhil']","['curapharm', 'chemist', 'shop', 'grenford', 'road', 'scrolling', 'sign', 'say', 'test', 'available', 'january', 'video', 'coviduk', 'sudburyhil']",curapharm chemist shop grenford road scrolling sign say test available january video coviduk sudburyhil,"[('curapharm', 'n'), ('chemist', 'n'), ('shop', 'n'), ('grenford', 'n'), ('road', 'n'), ('scrolling', 'v'), ('sign', 'n'), ('says', 'v'), ('tests', 'n'), ('available', 'a'), ('january', 'a'), ('video', 'n'), ('coviduk', 'n'), ('sudburyhil', 'n')]",  curapharm chemist shop grenford road scroll sign say test available january video coviduk sudburyhil,0.5,0.0,0.4,1,1,0
3326,2021-01-17,1148543156700569602,finleydyer9,How many times have you taken a COVID test? #COVID19,,London,many times taken test,"['many', 'times', 'taken', 'test']","['many', 'time', 'taken', 'test']",many time taken test,"[('many', 'a'), ('times', 'n'), ('taken', 'v'), ('test', 'n')]",  many time take test,0.125,0.0,0.5,1,1,0
3328,2021-01-17,2878365568,ch1hudson,@roger_reed2 perhaps the mom keague game or football as a'sport should become a summer sport to survive...?post covid,,London,perhaps mom keague game football isport become summer sport survive post,"['perhaps', 'mom', 'keague', 'game', 'football', 'isport', 'become', 'summer', 'sport', 'survive', 'post']","['perhaps', 'mom', 'keague', 'game', 'football', 'isport', 'become', 'summer', 'sport', 'survive', 'post']",perhaps mom keague game football isport become summer sport survive post,"[('perhaps', 'r'), ('mom', 'r'), ('keague', 'a'), ('game', 'n'), ('football', 'n'), ('isport', 'n'), ('become', 'v'), ('summer', 'n'), ('sport', 'n'), ('survive', 'v'), ('post', 'n')]",  perhaps mom keague game football isport become summer sport survive post,0.0,0.0,-0.4,-1,0,0
